District,Month,Visitors,Year,Season
Warangal,9,5610,2021,Monsoon
Warangal,10,5820,2021,Autumn
Warangal,11,6230,2021,Autumn
Warangal,12,5690,2021,Winter
Yadadri Bhongir,1,281131,2021,Winter
Yadadri Bhongir,2,265238,2021,Winter
Yadadri Bhongir,3,261920,2021,Summer
Yadadri Bhongir,4,621,2021,Summer
Yadadri Bhongir,5,275,2021,Summer
Yadadri Bhongir,6,153020,2021,Monsoon
Yadadri Bhongir,7,312343,2021,Monsoon
Yadadri Bhongir,8,269850,2021,Monsoon
Yadadri Bhongir,9,169532,2021,Monsoon
Yadadri Bhongir,10,170613,2021,Autumn
Yadadri Bhongir,11,242245,2021,Autumn
Yadadri Bhongir,12,231306,2021,Winter
Adilabad,1,28423,2022,Winter
Adilabad,2,378787,2022,Winter
Adilabad,3,15469,2022,Summer
Adilabad,4,10266,2022,Summer
Adilabad,5,11670,2022,Summer
Adilabad,6,10704,2022,Monsoon
Adilabad,7,16035,2022,Monsoon
Adilabad,8,20472,2022,Monsoon
Adilabad,9,21352,2022,Monsoon
Adilabad,10,22668,2022,Autumn
Adilabad,11,66152,2022,Autumn
Adilabad,12,25972,2022,Winter
BhadradriKothagudem,1,84901,2022,Winter
BhadradriKothagudem,2,108037,2022,Winter
BhadradriKothagudem,3,177140,2022,Summer
BhadradriKothagudem,4,180027,2022,Summer
BhadradriKothagudem,5,179018,2022,Summer
BhadradriKothagudem,6,167787,2022,Monsoon
BhadradriKothagudem,7,95266,2022,Monsoon
BhadradriKothagudem,8,76299,2022,Monsoon
BhadradriKothagudem,9,87413,2022,Monsoon
BhadradriKothagudem,10,101592,2022,Autumn
BhadradriKothagudem,11,85953,2022,Autumn
BhadradriKothagudem,12,115658,2022,Winter
Hunmakonda,1,42135,2022,Winter
Hunmakonda,2,55408,2022,Winter
Hunmakonda,3,44427,2022,Summer
Hunmakonda,4,44010,2022,Summer
Hunmakonda,5,44785,2022,Summer
Hunmakonda,6,44169,2022,Monsoon
Hunmakonda,7,42452,2022,Monsoon
Hunmakonda,8,33640,2022,Monsoon
Hunmakonda,9,34774,2022,Monsoon
Hunmakonda,10,35347,2022,Autumn
Hunmakonda,11,35198,2022,Autumn
Hunmakonda,12,36985,2022,Winter
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",1,956428,2022,Winter
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",2,733747,2022,Winter
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",3,818866,2022,Summer
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",4,776520,2022,Summer
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",5,1460904,2022,Summer
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",6,1435151,2022,Monsoon
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",7,816814,2022,Monsoon
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",8,933522,2022,Monsoon
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",9,1005418,2022,Monsoon
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",10,1724362,2022,Autumn
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",11,1289350,2022,Autumn
"Hyderabad, Ranga Reddy, Medchal & Vikarabad",12,1622676,2022,Winter
Jagtial,1,321355,2022,Winter
Jagtial,2,221928,2022,Winter
Jagtial,3,369104,2022,Summer
Jagtial,4,260082,2022,Summer
Jagtial,5,209660,2022,Summer
Jagtial,6,197988,2022,Monsoon
Jagtial,7,95511,2022,Monsoon
Jagtial,8,170922,2022,Monsoon
Jagtial,9,97975,2022,Monsoon
Jagtial,10,122002,2022,Autumn
Jagtial,11,169844,2022,Autumn
Jagtial,12,170504,2022,Winter
Jangaon,1,6280,2022,Winter
Jangaon,2,6610,2022,Winter
Jangaon,3,6040,2022,Summer
Jangaon,4,6100,2022,Summer
Jangaon,5,6350,2022,Summer
Jangaon,6,6180,2022,Monsoon
Jangaon,7,5935,2022,Monsoon
Jangaon,8,5890,2022,Monsoon
Jangaon,9,5875,2022,Monsoon
Jangaon,10,5675,2022,Autumn
Jangaon,11,5425,2022,Autumn
Jangaon,12,5275,2022,Winter
Jayashankarnhoopalpally,1,11091,2022,Winter
Jayashankarnhoopalpally,2,10939,2022,Winter
Jayashankarnhoopalpally,3,12166,2022,Summer
Jayashankarnhoopalpally,4,12600,2022,Summer
Jayashankarnhoopalpally,5,12713,2022,Summer
Jayashankarnhoopalpally,6,12792,2022,Monsoon
Jayashankarnhoopalpally,7,13668,2022,Monsoon
Jayashankarnhoopalpally,8,12500,2022,Monsoon
Jayashankarnhoopalpally,9,12414,2022,Monsoon
Jayashankarnhoopalpally,10,12209,2022,Autumn
Jayashankarnhoopalpally,11,13838,2022,Autumn
Jayashankarnhoopalpally,12,12704,2022,Winter
JogulambaGadwaI,1,159487,2022,Winter
JogulambaGadwaI,2,192389,2022,Winter
JogulambaGadwaI,3,171090,2022,Summer
JogulambaGadwaI,4,131186,2022,Summer
JogulambaGadwaI,5,131310,2022,Summer
JogulambaGadwaI,6,98046,2022,Monsoon
JogulambaGadwaI,7,97097,2022,Monsoon
JogulambaGadwaI,8,103708,2022,Monsoon
JogulambaGadwaI,9,102049,2022,Monsoon
JogulambaGadwaI,10,128895,2022,Autumn
JogulambaGadwaI,11,133993,2022,Autumn
JogulambaGadwaI,12,124264,2022,Winter
Kamareddy,1,31,2022,Winter
Kamareddy,2,41,2022,Winter
Kamareddy,3,35,2022,Summer
Kamareddy,4,42,2022,Summer
Kamareddy,5,30,2022,Summer
Kamareddy,6,32,2022,Monsoon
Kamareddy,7,33,2022,Monsoon
Kamareddy,8,50,2022,Monsoon
Kamareddy,9,50,2022,Monsoon
Kamareddy,10,52,2022,Autumn
Kamareddy,11,51,2022,Autumn
Kamareddy,12,48,2022,Winter
Karimnagar,1,5011,2022,Winter
Karimnagar,2,4564,2022,Winter
Karimnagar,3,5979,2022,Summer
Karimnagar,4,2259,2022,Summer
Karimnagar,5,4620,2022,Summer
Karimnagar,6,3175,2022,Monsoon
Karimnagar,7,5235,2022,Monsoon
Karimnagar,8,3620,2022,Monsoon
Karimnagar,9,5095,2022,Monsoon
Karimnagar,10,5625,2022,Autumn
Karimnagar,11,6115,2022,Autumn
Karimnagar,12,7440,2022,Winter
Khammam,1,38645,2022,Winter
Khammam,2,62355,2022,Winter
Khammam,3,42502,2022,Summer
Khammam,4,53897,2022,Summer
Khammam,5,66404,2022,Summer
Khammam,6,68590,2022,Monsoon
Khammam,7,44448,2022,Monsoon
Khammam,8,27651,2022,Monsoon
Khammam,9,31088,2022,Monsoon
Khammam,10,39455,2022,Autumn
Khammam,11,42806,2022,Autumn
Khammam,12,56856,2022,Winter
KornaramBheentAsiTabad,1,619,2022,Winter
KornaramBheentAsiTabad,2,679,2022,Winter
KornaramBheentAsiTabad,3,689,2022,Summer
KornaramBheentAsiTabad,4,397,2022,Summer
KornaramBheentAsiTabad,5,549,2022,Summer
KornaramBheentAsiTabad,6,684,2022,Monsoon
KornaramBheentAsiTabad,7,587,2022,Monsoon
KornaramBheentAsiTabad,8,642,2022,Monsoon
KornaramBheentAsiTabad,9,813,2022,Monsoon
KornaramBheentAsiTabad,10,802,2022,Autumn
KornaramBheentAsiTabad,11,1031,2022,Autumn
KornaramBheentAsiTabad,12,1213,2022,Winter
Mahabubabad,1,3410,2022,Winter
Mahabubabad,2,3370,2022,Winter
Mahabubabad,3,3380,2022,Summer
Mahabubabad,4,3550,2022,Summer
Mahabubabad,5,3625,2022,Summer
Mahabubabad,6,3415,2022,Monsoon
Mahabubabad,7,3180,2022,Monsoon
Mahabubabad,8,3270,2022,Monsoon
Mahabubabad,9,3310,2022,Monsoon
Mahabubabad,10,3240,2022,Autumn
Mahabubabad,11,3250,2022,Autumn
Mahabubabad,12,3180,2022,Winter
Mahbubnagar,1,269141,2022,Winter
Mahbubnagar,2,490326,2022,Winter
Mahbubnagar,3,388498,2022,Summer
Mahbubnagar,4,267529,2022,Summer
Mahbubnagar,5,230417,2022,Summer
Mahbubnagar,6,191442,2022,Monsoon
Mahbubnagar,7,227062,2022,Monsoon
Mahbubnagar,8,235700,2022,Monsoon
Mahbubnagar,9,225500,2022,Monsoon
Mahbubnagar,10,221400,2022,Autumn
Mahbubnagar,11,270200,2022,Autumn
Mahbubnagar,12,203200,2022,Winter
Mancherial,1,9540,2022,Winter
Mancherial,2,11210,2022,Winter
Mancherial,3,10089,2022,Summer
Mancherial,4,7847,2022,Summer
Mancherial,5,9538,2022,Summer
Mancherial,6,10244,2022,Monsoon
Mancherial,7,11763,2022,Monsoon
Mancherial,8,10255,2022,Monsoon
Mancherial,9,10855,2022,Monsoon
Mancherial,10,12198,2022,Autumn
Mancherial,11,11550,2022,Autumn
Mancherial,12,12346,2022,Winter
Medak,1,12232,2022,Winter
Medak,2,17705,2022,Winter
Medak,3,1500322,2022,Summer
Medak,4,70295,2022,Summer
Medak,5,80288,2022,Summer
Medak,6,45000,2022,Monsoon
Medak,7,35488,2022,Monsoon
Medak,8,30575,2022,Monsoon
Medak,9,31773,2022,Monsoon
Medak,10,45262,2022,Autumn
Medak,11,50234,2022,Autumn
Medak,12,42236,2022,Winter
Mulugu,1,2547050,2022,Winter
Mulugu,2,8049800,2022,Winter
Mulugu,3,47500,2022,Summer
Mulugu,4,48502,2022,Summer
Mulugu,5,47342,2022,Summer
Mulugu,6,47332,2022,Monsoon
Mulugu,7,48355,2022,Monsoon
Mulugu,8,50064,2022,Monsoon
Mulugu,9,50503,2022,Monsoon
Mulugu,10,51654,2022,Autumn
Mulugu,11,50273,2022,Autumn
Mulugu,12,49398,2022,Winter
Nagarkurnool,1,198660,2022,Winter
Nagarkurnool,2,128680,2022,Winter
Nagarkurnool,3,147400,2022,Summer
Nagarkurnool,4,188600,2022,Summer
Nagarkurnool,5,131000,2022,Summer
Nagarkurnool,6,101350,2022,Monsoon
Nagarkurnool,7,116400,2022,Monsoon
Nagarkurnool,8,126500,2022,Monsoon
Nagarkurnool,9,124000,2022,Monsoon
Nagarkurnool,10,136400,2022,Autumn
Nagarkurnool,11,139250,2022,Autumn
Nagarkurnool,12,140000,2022,Winter
Nalgonda & Suryapet,1,18165,2022,Winter
Nalgonda & Suryapet,2,12694,2022,Winter
Nalgonda & Suryapet,3,11565,2022,Summer
Nalgonda & Suryapet,4,8922,2022,Summer
Nalgonda & Suryapet,5,12508,2022,Summer
Nalgonda & Suryapet,6,17231,2022,Monsoon
Nalgonda & Suryapet,7,21554,2022,Monsoon
Nalgonda & Suryapet,8,30041,2022,Monsoon
Nalgonda & Suryapet,9,22875,2022,Monsoon
Nalgonda & Suryapet,10,31877,2022,Autumn
Nalgonda & Suryapet,11,17501,2022,Autumn
Nalgonda & Suryapet,12,20344,2022,Winter
Narayanapet,1,23800,2022,Winter
Narayanapet,2,99700,2022,Winter
Narayanapet,3,130000,2022,Summer
Narayanapet,4,170500,2022,Summer
Narayanapet,5,15600,2022,Summer
Narayanapet,6,11200,2022,Monsoon
Narayanapet,7,12400,2022,Monsoon
Narayanapet,8,11900,2022,Monsoon
Narayanapet,9,10800,2022,Monsoon
Narayanapet,10,9400,2022,Autumn
Narayanapet,11,11150,2022,Autumn
Narayanapet,12,15750,2022,Winter
Nirmal,1,230377,2022,Winter
Nirmal,2,278184,2022,Winter
Nirmal,3,334135,2022,Summer
Nirmal,4,275087,2022,Summer
Nirmal,5,302772,2022,Summer
Nirmal,6,389714,2022,Monsoon
Nirmal,7,333767,2022,Monsoon
Nirmal,8,344930,2022,Monsoon
Nirmal,9,318387,2022,Monsoon
Nirmal,10,325830,2022,Autumn
Nirmal,11,408666,2022,Autumn
Nirmal,12,363179,2022,Winter
Nizamabad,1,12881,2022,Winter
Nizamabad,2,75753,2022,Winter
Nizamabad,3,106250,2022,Summer
Nizamabad,4,10875,2022,Summer
Nizamabad,5,17259,2022,Summer
Nizamabad,6,16640,2022,Monsoon
Nizamabad,7,11758,2022,Monsoon
Nizamabad,8,19056,2022,Monsoon
Nizamabad,9,16124,2022,Monsoon
Nizamabad,10,28465,2022,Autumn
Nizamabad,11,43667,2022,Autumn
Nizamabad,12,38483,2022,Winter
Peddapalli,1,1635,2022,Winter
Peddapalli,2,1675,2022,Winter
Peddapalli,3,478,2022,Summer
Peddapalli,4,516,2022,Summer
Peddapalli,5,1750,2022,Summer
Peddapalli,6,620,2022,Monsoon
Peddapalli,7,1550,2022,Monsoon
Peddapalli,8,750,2022,Monsoon
Peddapalli,9,765,2022,Monsoon
Peddapalli,10,1835,2022,Autumn
Peddapalli,11,2185,2022,Autumn
Peddapalli,12,920,2022,Winter
RajannaSircilla,1,685642,2022,Winter
RajannaSircilla,2,622385,2022,Winter
RajannaSircilla,3,544400,2022,Summer
RajannaSircilla,4,472924,2022,Summer
RajannaSircilla,5,559320,2022,Summer
RajannaSircilla,6,538663,2022,Monsoon
RajannaSircilla,7,217276,2022,Monsoon
RajannaSircilla,8,476608,2022,Monsoon
RajannaSircilla,9,285048,2022,Monsoon
RajannaSircilla,10,316687,2022,Autumn
RajannaSircilla,11,390875,2022,Autumn
RajannaSircilla,12,394472,2022,Winter
Sangareddy,1,115988,2022,Winter
Sangareddy,2,130632,2022,Winter
Sangareddy,3,417000,2022,Summer
Sangareddy,4,72000,2022,Summer
Sangareddy,5,82500,2022,Summer
Sangareddy,6,81000,2022,Monsoon
Sangareddy,7,85000,2022,Monsoon
Sangareddy,8,160000,2022,Monsoon
Sangareddy,9,129000,2022,Monsoon
Sangareddy,10,151000,2022,Autumn
Sangareddy,11,180205,2022,Autumn
Sangareddy,12,160854,2022,Winter
Siddipet,1,161000,2022,Winter
Siddipet,2,222250,2022,Winter
Siddipet,3,108750,2022,Summer
Siddipet,4,114311,2022,Summer
Siddipet,5,144239,2022,Summer
Siddipet,6,104583,2022,Monsoon
Siddipet,7,59832,2022,Monsoon
Siddipet,8,106635,2022,Monsoon
Siddipet,9,67500,2022,Monsoon
Siddipet,10,78009,2022,Autumn
Siddipet,11,136709,2022,Autumn
Siddipet,12,113370,2022,Winter
Wanaparthy,1,30000,2022,Winter
Wanaparthy,2,19000,2022,Winter
Wanaparthy,3,21000,2022,Summer
Wanaparthy,4,22250,2022,Summer
Wanaparthy,5,17000,2022,Summer
Wanaparthy,6,12200,2022,Monsoon
Wanaparthy,7,13200,2022,Monsoon
Wanaparthy,8,15700,2022,Monsoon
Wanaparthy,9,13000,2022,Monsoon
Wanaparthy,10,12000,2022,Autumn
Wanaparthy,11,12600,2022,Autumn
Wanaparthy,12,12000,2022,Winter
Warangal,1,5810,2022,Winter
Warangal,2,5543,2022,Winter
Warangal,3,5650,2022,Summer
Warangal,4,6626,2022,Summer
Warangal,5,6500,2022,Summer
Warangal,6,6459,2022,Monsoon
Warangal,7,7285,2022,Monsoon
Warangal,8,15724,2022,Monsoon
Warangal,9,14681,2022,Monsoon
Warangal,10,14476,2022,Autumn
Warangal,11,14631,2022,Autumn
Warangal,12,14550,2022,Winter
YadadriBhongir,1,550000,2022,Winter
YadadriBhongir,2,500000,2022,Winter
YadadriBhongir,3,600000,2022,Summer
YadadriBhongir,4,651276,2022,Summer
YadadriBhongir,5,801312,2022,Summer
YadadriBhongir,6,762672,2022,Monsoon
YadadriBhongir,7,370064,2022,Monsoon
YadadriBhongir,8,597045,2022,Monsoon
YadadriBhongir,9,328666,2022,Monsoon
YadadriBhongir,10,640912,2022,Autumn
YadadriBhongir,11,751364,2022,Autumn
YadadriBhongir,12,1012272,2022,Winter
Adilabad,1,405414,2023,Winter
Adilabad,2,41462,2023,Winter
Adilabad,3,17236,2023,Summer
Adilabad,4,12640,2023,Summer
Adilabad,5,13030,2023,Summer
Adilabad,6,10929,2023,Monsoon
Adilabad,7,21085,2023,Monsoon
Adilabad,8,32623,2023,Monsoon
Adilabad,9,22961,2023,Monsoon
Adilabad,10,25294,2023,Autumn
Adilabad,11,29836,2023,Autumn
Adilabad,12,50235,2023,Winter
Komaram Bheem Asifabad,1,1452,2023,Winter
Komaram Bheem Asifabad,2,1337,2023,Winter
Komaram Bheem Asifabad,3,821,2023,Summer
Komaram Bheem Asifabad,4,767,2023,Summer
Komaram Bheem Asifabad,5,637,2023,Summer
Komaram Bheem Asifabad,6,679,2023,Monsoon
Komaram Bheem Asifabad,7,611,2023,Monsoon
Komaram Bheem Asifabad,8,1072,2023,Monsoon
Komaram Bheem Asifabad,9,1159,2023,Monsoon
Komaram Bheem Asifabad,10,1367,2023,Autumn
Komaram Bheem Asifabad,11,1688,2023,Autumn
Komaram Bheem Asifabad,12,1739,2023,Winter
Mancherial,1,10278,2023,Winter
Mancherial,2,18555,2023,Winter
Mancherial,3,10222,2023,Summer
Mancherial,4,12473,2023,Summer
Mancherial,5,10503,2023,Summer
Mancherial,6,12024,2023,Monsoon
Mancherial,7,13506,2023,Monsoon
Mancherial,8,14433,2023,Monsoon
Mancherial,9,10409,2023,Monsoon
Mancherial,10,11785,2023,Autumn
Mancherial,11,11401,2023,Autumn
Mancherial,12,12536,2023,Winter
Nirmal,1,413328,2023,Winter
Nirmal,2,320785,2023,Winter
Nirmal,3,404555,2023,Summer
Nirmal,4,323987,2023,Summer
Nirmal,5,384755,2023,Summer
Nirmal,6,408390,2023,Monsoon
Nirmal,7,364326,2023,Monsoon
Nirmal,8,379447,2023,Monsoon
Nirmal,9,382582,2023,Monsoon
Nirmal,10,405646,2023,Autumn
Nirmal,11,415121,2023,Autumn
Nirmal,12,398336,2023,Winter
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",1,1792085,2023,Winter
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",2,1279128,2023,Winter
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",3,1134117,2023,Summer
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",4,1353144,2023,Summer
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",5,1788013,2023,Summer
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",6,1415295,2023,Monsoon
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",7,1209926,2023,Monsoon
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",8,1351690,2023,Monsoon
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",9,1288523,2023,Monsoon
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",10,1916011,2023,Autumn
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",11,1662165,2023,Autumn
"Hyderabad, Ranga Reddy, Medchal -Malkajigiri, & Vikarabad",12,2382597,2023,Winter
Karimnagar,1,6300,2023,Winter
Karimnagar,2,6000,2023,Winter
Karimnagar,3,4525,2023,Summer
Karimnagar,4,4125,2023,Summer
Karimnagar,5,3900,2023,Summer
Karimnagar,6,3900,2023,Monsoon
Karimnagar,7,6050,2023,Monsoon
Karimnagar,8,4600,2023,Monsoon
Karimnagar,9,3396,2023,Monsoon
Karimnagar,10,4500,2023,Autumn
Karimnagar,11,5310,2023,Autumn
Karimnagar,12,6150,2023,Winter
Jagtial,1,215746,2023,Winter
Jagtial,2,213846,2023,Winter
Jagtial,3,822553,2023,Summer
Jagtial,4,507092,2023,Summer
Jagtial,5,504073,2023,Summer
Jagtial,6,352546,2023,Monsoon
Jagtial,7,153545,2023,Monsoon
Jagtial,8,133336,2023,Monsoon
Jagtial,9,82078,2023,Monsoon
Jagtial,10,83261,2023,Autumn
Jagtial,11,113565,2023,Autumn
Jagtial,12,339094,2023,Winter
Peddapalli,1,1720,2023,Winter
Peddapalli,2,1625,2023,Winter
Peddapalli,3,1510,2023,Summer
Peddapalli,4,1615,2023,Summer
Peddapalli,5,1290,2023,Summer
Peddapalli,6,1430,2023,Monsoon
Peddapalli,7,1040,2023,Monsoon
Peddapalli,8,1410,2023,Monsoon
Peddapalli,9,1360,2023,Monsoon
Peddapalli,10,1495,2023,Autumn
Peddapalli,11,1630,2023,Autumn
Peddapalli,12,1155,2023,Winter
Rajarina Sircilla,1,377393,2023,Winter
Rajarina Sircilla,2,538057,2023,Winter
Rajarina Sircilla,3,467996,2023,Summer
Rajarina Sircilla,4,473718,2023,Summer
Rajarina Sircilla,5,565654,2023,Summer
Rajarina Sircilla,6,487331,2023,Monsoon
Rajarina Sircilla,7,286185,2023,Monsoon
Rajarina Sircilla,8,425962,2023,Monsoon
Rajarina Sircilla,9,461574,2023,Monsoon
Rajarina Sircilla,10,321294,2023,Autumn
Rajarina Sircilla,11,672994,2023,Autumn
Rajarina Sircilla,12,896048,2023,Winter
Khammam,1,39768,2023,Winter
Khammam,2,56431,2023,Winter
Khammam,3,61976,2023,Summer
Khammam,4,63244,2023,Summer
Khammam,5,61592,2023,Summer
Khammam,6,85100,2023,Monsoon
Khammam,7,73424,2023,Monsoon
Khammam,8,34607,2023,Monsoon
Khammam,9,33774,2023,Monsoon
Khammam,10,64040,2023,Autumn
Khammam,11,41086,2023,Autumn
Khammam,12,63412,2023,Winter
Bhadradri Kothagudem,1,85616,2023,Winter
Bhadradri Kothagudem,2,88572,2023,Winter
Bhadradri Kothagudem,3,236493,2023,Summer
Bhadradri Kothagudem,4,168425,2023,Summer
Bhadradri Kothagudem,5,171159,2023,Summer
Bhadradri Kothagudem,6,153273,2023,Monsoon
Bhadradri Kothagudem,7,118259,2023,Monsoon
Bhadradri Kothagudem,8,90891,2023,Monsoon
Bhadradri Kothagudem,9,86799,2023,Monsoon
Bhadradri Kothagudem,10,129853,2023,Autumn
Bhadradri Kothagudem,11,94395,2023,Autumn
Bhadradri Kothagudem,12,131979,2023,Winter
Mababubnagar,1,220100,2023,Winter
Mababubnagar,2,253100,2023,Winter
Mababubnagar,3,185000,2023,Summer
Mababubnagar,4,98800,2023,Summer
Mababubnagar,5,72800,2023,Summer
Mababubnagar,6,76500,2023,Monsoon
Mababubnagar,7,54000,2023,Monsoon
Mababubnagar,8,57900,2023,Monsoon
Mababubnagar,9,46000,2023,Monsoon
Mababubnagar,10,47500,2023,Autumn
Mababubnagar,11,51500,2023,Autumn
Mababubnagar,12,53800,2023,Winter
Jogulamha Gadwal,1,126784,2023,Winter
Jogulamha Gadwal,2,151825,2023,Winter
Jogulamha Gadwal,3,139689,2023,Summer
Jogulamha Gadwal,4,99114,2023,Summer
Jogulamha Gadwal,5,70093,2023,Summer
Jogulamha Gadwal,6,67712,2023,Monsoon
Jogulamha Gadwal,7,47076,2023,Monsoon
Jogulamha Gadwal,8,55365,2023,Monsoon
Jogulamha Gadwal,9,38056,2023,Monsoon
Jogulamha Gadwal,10,40746,2023,Autumn
Jogulamha Gadwal,11,44853,2023,Autumn
Jogulamha Gadwal,12,46731,2023,Winter
Nagarkurnool,1,162900,2023,Winter
Nagarkurnool,2,162800,2023,Winter
Nagarkurnool,3,144500,2023,Summer
Nagarkurnool,4,76800,2023,Summer
Nagarkurnool,5,52800,2023,Summer
Nagarkurnool,6,50400,2023,Monsoon
Nagarkurnool,7,34200,2023,Monsoon
Nagarkurnool,8,36150,2023,Monsoon
Nagarkurnool,9,25400,2023,Monsoon
Nagarkurnool,10,26200,2023,Autumn
Nagarkurnool,11,29600,2023,Autumn
Nagarkurnool,12,32460,2023,Winter
Wanaparthy,1,13000,2023,Winter
Wanaparthy,2,151500,2023,Winter
Wanaparthy,3,13500,2023,Summer
Wanaparthy,4,4600,2023,Summer
Wanaparthy,5,2600,2023,Summer
Wanaparthy,6,3000,2023,Monsoon
Wanaparthy,7,1700,2023,Monsoon
Wanaparthy,8,1900,2023,Monsoon
Wanaparthy,9,1200,2023,Monsoon
Wanaparthy,10,1400,2023,Autumn
Wanaparthy,11,1600,2023,Autumn
Wanaparthy,12,1700,2023,Winter
Narayanapet,1,10450,2023,Winter
Narayanapet,2,17350,2023,Winter
Narayanapet,3,12800,2023,Summer
Narayanapet,4,53800,2023,Summer
Narayanapet,5,4600,2023,Summer
Narayanapet,6,3100,2023,Monsoon
Narayanapet,7,1550,2023,Monsoon
Narayanapet,8,1730,2023,Monsoon
Narayanapet,9,3650,2023,Monsoon
Narayanapet,10,960,2023,Autumn
Narayanapet,11,1050,2023,Autumn
Narayanapet,12,1560,2023,Winter
Medak,1,100938,2023,Winter
Medak,2,936994,2023,Winter
Medak,3,57188,2023,Summer
Medak,4,67225,2023,Summer
Medak,5,54588,2023,Summer
Medak,6,47671,2023,Monsoon
Medak,7,43792,2023,Monsoon
Medak,8,35203,2023,Monsoon
Medak,9,23004,2023,Monsoon
Medak,10,108978,2023,Autumn
Medak,11,44914,2023,Autumn
Medak,12,70811,2023,Winter
Sangareddy,1,121240,2023,Winter
Sangareddy,2,965600,2023,Winter
Sangareddy,3,166000,2023,Summer
Sangareddy,4,66000,2023,Summer
Sangareddy,5,98500,2023,Summer
Sangareddy,6,73000,2023,Monsoon
Sangareddy,7,70000,2023,Monsoon
Sangareddy,8,161400,2023,Monsoon
Sangareddy,9,334865,2023,Monsoon
Sangareddy,10,176166,2023,Autumn
Sangareddy,11,285725,2023,Autumn
Sangareddy,12,246834,2023,Winter
Siddipet,1,280919,2023,Winter
Siddipet,2,96013,2023,Winter
Siddipet,3,162100,2023,Summer
Siddipet,4,150672,2023,Summer
Siddipet,5,178186,2023,Summer
Siddipet,6,150924,2023,Monsoon
Siddipet,7,420926,2023,Monsoon
Siddipet,8,145257,2023,Monsoon
Siddipet,9,164346,2023,Monsoon
Siddipet,10,265054,2023,Autumn
Siddipet,11,871162,2023,Autumn
Siddipet,12,1063109,2023,Winter
Nalgonda & Suryapet,1,20347,2023,Winter
Nalgonda & Suryapet,2,27631,2023,Winter
Nalgonda & Suryapet,3,13608,2023,Summer
Nalgonda & Suryapet,4,12416,2023,Summer
Nalgonda & Suryapet,5,14512,2023,Summer
Nalgonda & Suryapet,6,13931,2023,Monsoon
Nalgonda & Suryapet,7,14771,2023,Monsoon
Nalgonda & Suryapet,8,12769,2023,Monsoon
Nalgonda & Suryapet,9,12764,2023,Monsoon
Nalgonda & Suryapet,10,18622,2023,Autumn
Nalgonda & Suryapet,11,18648,2023,Autumn
Nalgonda & Suryapet,12,271997,2023,Winter
Yadadri Bhongir,1,555616,2023,Winter
Yadadri Bhongir,2,348130,2023,Winter
Yadadri Bhongir,3,549974,2023,Summer
Yadadri Bhongir,4,496474,2023,Summer
Yadadri Bhongir,5,766175,2023,Summer
Yadadri Bhongir,6,834264,2023,Monsoon
Yadadri Bhongir,7,794528,2023,Monsoon
Yadadri Bhongir,8,822416,2023,Monsoon
Yadadri Bhongir,9,656397,2023,Monsoon
Yadadri Bhongir,10,650163,2023,Autumn
Yadadri Bhongir,11,626666,2023,Autumn
Yadadri Bhongir,12,1238000,2023,Winter
Nizamabad,1,30502,2023,Winter
Nizamabad,2,258940,2023,Winter
Nizamabad,3,94964,2023,Summer
Nizamabad,4,16167,2023,Summer
Nizamabad,5,20511,2023,Summer
Nizamabad,6,22160,2023,Monsoon
Nizamabad,7,26051,2023,Monsoon
Nizamabad,8,35232,2023,Monsoon
Nizamabad,9,30863,2023,Monsoon
Nizamabad,10,17749,2023,Autumn
Nizamabad,11,51367,2023,Autumn
Nizamabad,12,90230,2023,Winter
Kamareddy,1,40,2023,Winter
Kamareddy,2,45,2023,Winter
Kamareddy,3,46,2023,Summer
Kamareddy,4,56,2023,Summer
Kamareddy,5,52,2023,Summer
Kamareddy,6,65,2023,Monsoon
Kamareddy,7,40,2023,Monsoon
Kamareddy,8,50,2023,Monsoon
Kamareddy,9,43,2023,Monsoon
Kamareddy,10,48,2023,Autumn
Kamareddy,11,53,2023,Autumn
Kamareddy,12,52,2023,Winter
Hanumakonda,1,37595,2023,Winter
